회원번호,날짜,우유,소고기,열대과일,버터,뿌리채소,기타 채소,사과/배,롤빵,생크림/사워크림,닭고기,생수,다진고기,페이스트리,감귤류,가공치즈,식빵,스낵,과일/채소주스,요거트,응고유,계란,커피,돼지고기,프리미엄 초콜릿,디저트,아이스크림,베리류,보관용 빵류,통밀빵,기타 음료,반조리 빵,쇼핑백,발라먹는 치즈,초콜릿,신문,냉동채소,차,사탕
1863,2004-08-15,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
1863,2011-02-15,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864,30-06-2015,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865,2002-08-15,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865,29-03-2014,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
1866,13-02-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1866,13-07-2015,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1866,15-02-2015,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1866,29-08-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
1867,18-03-2014,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867,22-02-2014,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867,29-03-2015,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1868,2001-11-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869,15-03-2014,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869,16-05-2015,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869,2011-01-14,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870,2009-09-15,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,
1870,2010-06-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871,14-12-2014,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872,2005-04-15,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872,24-08-2015,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872,29-01-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1873,14-02-2015,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
1873,19-09-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874,15-06-2015,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1874,29-07-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
1875,22-05-2015,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875,29-07-2015,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1876,16-06-2015,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877,13-08-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877,22-06-2014,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877,30-09-2014,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878,17-10-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878,2002-01-14,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878,2007-09-14,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
1878,2009-01-14,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878,2009-06-14,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878,2010-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878,22-02-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
1878,22-08-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
1878,27-11-2015,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1879,15-08-2014,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879,2002-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
1880,17-09-2014,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881,15-02-2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881,18-08-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881,2005-06-15,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882,2009-07-15,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1883,2008-06-14,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
1884,2005-08-15,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1884,2011-12-15,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1885,2003-07-15,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1885,2011-03-14,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1887,18-10-2014,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1887,2003-02-14,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
1887,2003-02-15,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1887,2005-04-14,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
1887,2008-07-14,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
1887,2009-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1888,2009-05-14,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
1888,30-10-2014,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889,16-11-2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889,2003-08-14,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889,2009-02-15,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890,20-04-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
1890,2012-04-14,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
1891,2005-07-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1892,2005-08-14,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1892,2008-03-15,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1892,21-07-2014,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1892,24-04-2015,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
1893,18-01-2015,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1893,2004-04-15,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
1893,2011-01-15,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
1894,19-08-2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1894,2003-10-15,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1894,2004-08-15,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
1894,2009-05-15,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
1895,2006-04-14,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1896,16-12-2014,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1896,25-07-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
1897,2012-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1897,25-01-2015,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
1899,19-10-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
1899,2001-03-14,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899,2007-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899,24-10-2015,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
1900,17-02-2014,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,2008-01-15,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,24-09-2015,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
1901,2004-05-15,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1901,21-04-2015,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1901,29-11-2015,,,,,,,,1,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,
1902,14-12-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
1902,2001-12-15,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1902,21-10-2015,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
1903,25-01-2015,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1904,18-04-2015,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1904,24-04-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
1905,18-10-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1905,2007-07-15,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1905,21-02-2015,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
1907,19-07-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,20-04-2014,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
1908,19-12-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
1908,2010-06-15,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908,21-08-2014,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908,26-07-2015,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
1908,28-03-2014,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908,30-05-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1909,2010-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909,31-08-2015,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910,25-09-2015,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910,30-10-2015,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
1911,2002-06-15,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
1911,2010-03-14,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912,19-10-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1913,14-12-2014,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,18-08-2015,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,2011-06-14,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,31-08-2014,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
1914,2004-06-15,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914,21-01-2015,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1915,2003-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
1916,13-11-2015,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
1916,16-11-2015,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,21-05-2014,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1917,23-01-2015,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
1917,29-07-2015,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1918,29-09-2015,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1918,30-01-2015,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,16-02-2015,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,2009-02-15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921,2011-06-14,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921,23-02-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
1921,25-10-2015,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922,2001-01-14,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922,2006-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
1922,2007-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922,22-09-2015,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
1922,30-05-2014,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1923,2006-12-15,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924,17-11-2015,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924,20-05-2014,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924,2007-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924,22-11-2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1925,2003-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
1926,29-05-2015,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
1927,15-05-2015,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927,20-06-2014,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928,15-08-2015,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1929,14-04-2014,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929,15-11-2014,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929,2002-05-15,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929,2010-07-15,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929,2010-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
1930,15-11-2015,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930,18-04-2015,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
1930,2001-03-15,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930,28-05-2014,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,13-03-2014,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,2002-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
1931,2004-03-14,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,2008-12-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,2009-10-15,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,2002-06-14,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
1932,2004-09-15,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
1932,2006-07-14,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,2007-09-15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,2012-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,27-06-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
1933,21-10-2014,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,2003-02-15,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,2004-08-15,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
1934,2006-08-15,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,27-02-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1935,24-04-2014,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1935,28-08-2014,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936,15-08-2015,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936,20-05-2015,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1937,17-10-2015,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1937,18-04-2014,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1937,19-01-2015,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1937,2007-03-14,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,13-03-2014,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,2008-05-15,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
1938,25-09-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,15-07-2015,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,2002-07-15,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1939,28-03-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
1939,30-10-2015,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1940,18-11-2015,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,2004-06-15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,15-10-2014,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,22-07-2014,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,14-01-2015,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,16-09-2014,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,2007-01-15,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,24-03-2015,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,30-09-2015,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,2010-08-14,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
1944,31-08-2015,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,2005-02-15,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,
1945,2005-11-14,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
1945,30-04-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
1946,14-11-2014,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
1946,2008-12-15,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
1947,2007-01-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,2002-11-14,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,2004-01-14,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,23-09-2014,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,25-08-2015,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
1948,31-05-2014,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1949,17-03-2015,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949,2011-04-15,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,14-06-2015,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,2009-09-14,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,2011-11-15,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,23-10-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952,23-03-2015,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952,23-11-2015,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
1953,2009-03-15,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954,16-08-2014,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
1954,2006-08-15,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,
1955,13-02-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,16-11-2014,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,20-03-2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,31-01-2015,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
1958,16-06-2014,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958,2003-07-15,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,
1959,13-12-2015,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,15-05-2015,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,19-03-2015,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1959,2002-05-14,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,2009-07-15,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
1959,23-03-2014,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,30-03-2015,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,
1960,2009-01-15,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,15-12-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
1961,16-01-2014,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,2006-07-14,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1961,21-06-2015,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962,14-06-2014,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
1962,2005-04-15,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962,2008-06-15,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963,30-12-2015,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
1964,18-03-2014,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964,23-03-2014,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964,30-08-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
1965,2004-08-15,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,15-02-2014,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,2010-10-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,23-09-2014,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,23-10-2014,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,20-01-2015,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,23-06-2015,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,27-10-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,16-02-2015,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,2003-10-15,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
1969,2005-01-14,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,2010-02-14,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
1969,2011-02-15,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1969,23-07-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,28-08-2014,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,2005-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
1970,22-02-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,16-08-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,18-09-2015,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
1972,2002-06-15,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
1973,24-10-2015,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,2003-05-15,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,26-09-2015,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
1976,14-10-2015,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,2012-01-15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,2006-03-15,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,20-11-2015,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
1979,2007-08-14,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,2007-09-14,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,2009-09-15,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
1979,2012-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
1979,21-11-2015,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
